index,basho,day,rikishi1_id,rikishi1_rank,rikishi1_shikona,rikishi1_result,rikishi1_win,kimarite,rikishi2_id,rikishi2_rank,rikishi2_shikona,rikishi2_result,rikishi2_win
0,2005.01,1,122,J14w,Daimanazuru,0-1 (8-7),0,katasukashi,206,Ms1e,Kotokasuga,1-0 (3-4),1
1,2005.01,1,206,Ms1e,Kotokasuga,1-0 (3-4),1,katasukashi,122,J14w,Daimanazuru,0-1 (8-7),0
2,2005.01,1,47,J13w,Chiyotenzan,0-1 (5-10),0,sukuinage,864,J14e,Bushuyama,1-0 (4-11),1
3,2005.01,1,864,J14e,Bushuyama,1-0 (4-11),1,sukuinage,47,J13w,Chiyotenzan,0-1 (5-10),0
4,2005.01,1,163,J13e,Senshuyama,1-0 (8-7),1,oshidashi,222,J12w,Sumanofuji,0-1 (3-12),0
5,2005.01,1,222,J12w,Sumanofuji,0-1 (3-12),0,oshidashi,163,J13e,Senshuyama,1-0 (8-7),1
6,2005.01,1,34,J11w,Asanowaka,1-0 (9-6),1,hatakikomi,1243,J12e,Katayama,0-1 (10-5),0
7,2005.01,1,1243,J12e,Katayama,0-1 (10-5),0,hatakikomi,34,J11w,Asanowaka,1-0 (9-6),1
8,2005.01,1,130,J11e,Kaido,1-0 (6-9),1,oshitaoshi,239,J10w,Maikaze,0-1 (6-9),0
9,2005.01,1,239,J10w,Maikaze,0-1 (6-9),0,oshitaoshi,130,J11e,Kaido,1-0 (6-9),1
10,2005.01,1,64,J9w,Yotsukasa,0-1 (6-9),0,hikiotoshi,924,J10e,Wakakirin,1-0 (7-8),1
11,2005.01,1,924,J10e,Wakakirin,1-0 (7-8),1,hikiotoshi,64,J9w,Yotsukasa,0-1 (6-9),0
12,2005.01,1,113,J9e,Asofuji,0-1 (9-6),0,yorikiri,784,J8w,Daishodai,1-0 (7-8),1
13,2005.01,1,784,J8w,Daishodai,1-0 (7-8),1,yorikiri,113,J9e,Asofuji,0-1 (9-6),0
14,2005.01,1,63,J7w,Otsukasa,0-1 (12-3),0,yorikiri,87,J8e,Wakanoyama,1-0 (7-7-1),1
15,2005.01,1,87,J8e,Wakanoyama,1-0 (7-7-1),1,yorikiri,63,J7w,Otsukasa,0-1 (12-3),0
16,2005.01,1,795,J6w,Tamaasuka,0-1 (6-9),0,uwatehineri,1402,J7e,Hakurozan,1-0 (10-5),1
17,2005.01,1,1402,J7e,Hakurozan,1-0 (10-5),1,uwatehineri,795,J6w,Tamaasuka,0-1 (6-9),0
18,2005.01,1,38,J6e,Toki,1-0 (9-6),1,hatakikomi,43,J5w,Kinkaiyama,0-1 (6-9),0
19,2005.01,1,43,J5w,Kinkaiyama,0-1 (6-9),0,hatakikomi,38,J6e,Toki,1-0 (9-6),1
20,2005.01,1,99,J4w,Ishide,1-0 (9-6),1,yorikiri,145,J5e,Kobo,0-1 (6-9),0
21,2005.01,1,145,J5e,Kobo,0-1 (6-9),0,yorikiri,99,J4w,Ishide,1-0 (9-6),1
22,2005.01,1,107,J4e,Kasuganishiki,0-1 (10-5),0,tsukiotoshi,287,J3w,Wakatoba,1-0 (7-8),1
23,2005.01,1,287,J3w,Wakatoba,1-0 (7-8),1,tsukiotoshi,107,J4e,Kasuganishiki,0-1 (10-5),0
24,2005.01,1,70,J2w,Kitazakura,1-0 (8-7),1,oshidashi,225,J3e,Takanotsuru,0-1 (6-9),0
25,2005.01,1,225,J3e,Takanotsuru,0-1 (6-9),0,oshidashi,70,J2w,Kitazakura,1-0 (8-7),1
26,2005.01,1,78,J2e,Toyozakura,1-0 (9-6),1,tsukidashi,2834,J1w,Futeno,0-1 (9-6),0
