index,basho,day,rikishi1_id,rikishi1_rank,rikishi1_shikona,rikishi1_result,rikishi1_win,kimarite,rikishi2_id,rikishi2_rank,rikishi2_shikona,rikishi2_result,rikishi2_win
0,1997.01,1,32,J13e,Akinoshu,1-0 (8-7),1,hatakikomi,67,J13w,Tochinofuji,0-1 (8-7),0
1,1997.01,1,67,J13w,Tochinofuji,0-1 (8-7),0,hatakikomi,32,J13e,Akinoshu,1-0 (8-7),1
2,1997.01,1,47,J12e,Chiyotenzan,0-1 (8-7),0,yorikiri,54,J12w,Ohinode,1-0 (8-7),1
3,1997.01,1,54,J12w,Ohinode,1-0 (8-7),1,yorikiri,47,J12e,Chiyotenzan,0-1 (8-7),0
4,1997.01,1,41,J11w,Kyokutenho,0-1 (7-8),0,yorikiri,60,J11e,Toyonoumi,1-0 (8-7),1
5,1997.01,1,60,J11e,Toyonoumi,1-0 (8-7),1,yorikiri,41,J11w,Kyokutenho,0-1 (7-8),0
6,1997.01,1,1291,J10w,Sunahama,1-0 (8-7),1,oshidashi,1293,J10e,Chiyonowaka,0-1 (3-12),0
7,1997.01,1,1293,J10e,Chiyonowaka,0-1 (3-12),0,oshidashi,1291,J10w,Sunahama,1-0 (8-7),1
8,1997.01,1,44,J9w,Kushimaumi,0-1 (11-4),0,oshidashi,55,J9e,Zenshinyama,1-0 (9-6),1
9,1997.01,1,55,J9e,Zenshinyama,1-0 (9-6),1,oshidashi,44,J9w,Kushimaumi,0-1 (11-4),0
10,1997.01,1,52,J8e,Tomonohana,1-0 (8-7),1,yorikiri,63,J8w,Otsukasa,0-1 (8-7),0
11,1997.01,1,63,J8w,Otsukasa,0-1 (8-7),0,yorikiri,52,J8e,Tomonohana,1-0 (8-7),1
12,1997.01,1,46,J7w,Dewaarashi,1-0 (7-8),1,tsukiotoshi,124,J7e,Saigo,0-1 (5-10),0
13,1997.01,1,124,J7e,Saigo,0-1 (5-10),0,tsukiotoshi,46,J7w,Dewaarashi,1-0 (7-8),1
14,1997.01,1,27,J6e,Wakanojo,1-0 (8-7),1,yorikiri,48,J6w,Oginohana,0-1 (10-5),0
15,1997.01,1,48,J6w,Oginohana,0-1 (10-5),0,yorikiri,27,J6e,Wakanojo,1-0 (8-7),1
16,1997.01,1,1290,J5e,Wakashoyo,1-0 (10-5),1,yorikiri,1292,J5w,Kotogaume,0-1 (5-10),0
17,1997.01,1,1292,J5w,Kotogaume,0-1 (5-10),0,yorikiri,1290,J5e,Wakashoyo,1-0 (10-5),1
18,1997.01,1,10,J4w,Tochinonada,1-0 (10-5),1,hatakikomi,1294,J4e,Naminohana,0-1 (3-12),0
19,1997.01,1,1294,J4e,Naminohana,0-1 (3-12),0,hatakikomi,10,J4w,Tochinonada,1-0 (10-5),1
20,1997.01,1,42,J3w,Mainoumi,0-1 (8-7),0,yorikiri,53,J3e,Tokitsunada,1-0 (9-6),1
21,1997.01,1,53,J3e,Tokitsunada,1-0 (9-6),1,yorikiri,42,J3w,Mainoumi,0-1 (8-7),0
22,1997.01,1,31,J2e,Dejima,1-0 (12-3),1,oshidashi,51,J2w,Daizen,0-1 (5-10),0
23,1997.01,1,51,J2w,Daizen,0-1 (5-10),0,oshidashi,31,J2e,Dejima,1-0 (12-3),1
24,1997.01,1,8,J1e,Chiyotaikai,0-1 (2-13),0,uwatenage,22,J1w,Gojoro,1-0 (8-7),1
25,1997.01,1,22,J1w,Gojoro,1-0 (8-7),1,uwatenage,8,J1e,Chiyotaikai,0-1 (2-13),0
26,1997.01,1,49,M15w,Misugisato,1-0 (8-7),1,uwatenage,1288,M16e,Kotobeppu,0-1 (5-10),0
27,1997.01,1,1288,M16e,Kotobeppu,0-1 (5-10),0,uwatenage,49,M15w,Misugisato,1-0 (8-7),1
28,1997.01,1,20,M15e,Shikishima,1-0 (9-6),1,yorikiri,57,M14w,Yamato,0-1 (8-7),0
29,1997.01,1,57,M14w,Yamato,0-1 (8-7),0,yorikiri,20,M15e,Shikishima,1-0 (9-6),1
30,1997.01,1,45,M14e,Daishoho,0-1 (2-2-11),0,uwatenage,1289,M13w,Rikio,1-0 (8-7),1
31,1997.01,1,1289,M13w,Rikio,1-0 (8-7),1,uwatenage,45,M14e,Daishoho,0-1 (2-2-11),0
32,1997.01,1,37,M12w,Kotoinazuma,1-0 (8-7),1,uwatenage,1287,M13e,Konishiki,0-1 (8-7),0
33,1997.01,1,1287,M13e,Konishiki,0-1 (8-7),0,uwatenage,37,M12w,Kotoinazuma,1-0 (8-7),1
34,1997.01,1,24,M12e,Ganyu,1-0 (8-7),1,yorikiri,29,M11w,Kotoryu,0-1 (10-5),0
35,1997.01,1,29,M11w,Kotoryu,0-1 (10-5),0,yorikiri,24,M12e,Ganyu,1-0 (8-7),1
36,1997.01,1,19,M10w,Tochiazuma,0-1 (9-6),0,hatakikomi,62,M11e,Daishi,1-0 (8-7),1
37,1997.01,1,62,M11e,Daishi,1-0 (8-7),1,hatakikomi,19,M10w,Tochiazuma,0-1 (9-6),0
38,1997.01,1,16,M9w,Minatofuji,0-1 (6-9),0,kotenage,75,M10e,Daihisho,1-0 (6-9),1
39,1997.01,1,75,M10e,Daihisho,1-0 (6-9),1,kotenage,16,M9w,Minatofuji,0-1 (6-9),0
40,1997.01,1,25,M9e,Hamanoshima,0-1 (6-9),0,hatakikomi,33,M8w,Terao,1-0 (8-7),1
41,1997.01,1,33,M8w,Terao,1-0 (8-7),1,hatakikomi,25,M9e,Hamanoshima,0-1 (6-9),0
42,1997.01,1,28,M8e,Mitoizumi,1-0 (7-8),1,hatakikomi,36,M7w,Asanosho,0-1 (8-7),0
43,1997.01,1,36,M7w,Asanosho,0-1 (8-7),0,hatakikomi,28,M8e,Mitoizumi,1-0 (7-8),1
44,1997.01,1,11,M7e,Aogiyama,0-1 (6-9),0,uwatenage,14,M6w,Kotonowaka,1-0 (8-7),1
45,1997.01,1,14,M6w,Kotonowaka,1-0 (8-7),1,uwatenage,11,M7e,Aogiyama,0-1 (6-9),0
46,1997.01,1,17,M2e,Tamakasuga,0-1 (5-10),0,yorikiri,1286,M2w,Kenko,1-0 (6-9),1
47,1997.01,1,1286,M2w,Kenko,1-0 (6-9),1,yorikiri,17,M2e,Tamakasuga,0-1 (5-10),0
48,1997.01,1,13,M1e,Tosanoumi,0-1 (9-6),0,hatakikomi,18,M1w,Takatoriki,1-0 (11-4),1
49,1997.01,1,18,M1w,Takatoriki,1-0 (11-4),1,hatakikomi,13,M1e,Tosanoumi,0-1 (9-6),0
50,1997.01,1,6,K1e,Musoyama,0-1 (8-7),0,uwatehineri,21,M3e,Asahiyutaka,1-0 (4-11),1
51,1997.01,1,21,M3e,Asahiyutaka,1-0 (4-11),1,uwatehineri,6,K1e,Musoyama,0-1 (8-7),0
52,1997.01,1,12,S1w,Kotonishiki,0-1 (4-11),0,uchimuso,35,M3w,Kyokushuzan,1-0 (9-6),1
53,1997.01,1,35,M3w,Kyokushuzan,1-0 (9-6),1,uchimuso,12,S1w,Kotonishiki,0-1 (4-11),0
54,1997.01,1,7,S1e,Kaio,1-0 (6-9),1,oshidashi,23,M4e,Tochinowaka,0-1 (4-11),0
55,1997.01,1,23,M4e,Tochinowaka,0-1 (4-11),0,oshidashi,7,S1e,Kaio,1-0 (6-9),1
56,1997.01,1,5,O2e,Takanonami,1-0 (6-9),1,yorikiri,34,M5e,Asanowaka,0-1 (5-10),0
57,1997.01,1,34,M5e,Asanowaka,0-1 (5-10),0,yorikiri,5,O2e,Takanonami,1-0 (6-9),1
58,1997.01,1,4,O1w,Musashimaru,1-0 (12-3),1,yorikiri,26,M4w,Higonoumi,0-1 (5-10),0
59,1997.01,1,26,M4w,Higonoumi,0-1 (5-10),0,yorikiri,4,O1w,Musashimaru,1-0 (12-3),1
60,1997.01,1,3,O1e,Wakanohana,1-0 (14-1),1,shitatenage,30,M5w,Kitakachidoki,0-1 (6-9),0
61,1997.01,1,30,M5w,Kitakachidoki,0-1 (6-9),0,shitatenage,3,O1e,Wakanohana,1-0 (14-1),1
62,1997.01,1,2,Y1w,Takanohana,1-0 (13-2),1,sukuinage,15,M6e,Oginishiki,0-1 (4-11),0
63,1997.01,1,15,M6e,Oginishiki,0-1 (4-11),0,sukuinage,2,Y1w,Takanohana,1-0 (13-2),1
64,1997.01,1,1,Y1e,Akebono,1-0 (12-3),1,oshidashi,9,K1w,Akinoshima,0-1 (6-9),0
65,1997.01,1,9,K1w,Akinoshima,0-1 (6-9),0,oshidashi,1,Y1e,Akebono,1-0 (12-3),1
66,1997.01,2,41,J11w,Kyokutenho,1-1 (7-8),1,yoritaoshi,54,J12w,Ohinode,1-1 (8-7),0
67,1997.01,2,54,J12w,Ohinode,1-1 (8-7),0,yoritaoshi,41,J11w,Kyokutenho,1-1 (7-8),1
68,1997.01,2,60,J11e,Toyonoumi,2-0 (8-7),1,okuridashi,1293,J10e,Chiyonowaka,0-2 (3-12),0
69,1997.01,2,1293,J10e,Chiyonowaka,0-2 (3-12),0,okuridashi,60,J11e,Toyonoumi,2-0 (8-7),1
70,1997.01,2,47,J12e,Chiyotenzan,1-1 (8-7),1,uwatedashinage,1291,J10w,Sunahama,1-1 (8-7),0
71,1997.01,2,1291,J10w,Sunahama,1-1 (8-7),0,uwatedashinage,47,J12e,Chiyotenzan,1-1 (8-7),1
72,1997.01,2,55,J9e,Zenshinyama,1-1 (9-6),0,yorikiri,67,J13w,Tochinofuji,1-1 (8-7),1
73,1997.01,2,67,J13w,Tochinofuji,1-1 (8-7),1,yorikiri,55,J9e,Zenshinyama,1-1 (9-6),0
74,1997.01,2,32,J13e,Akinoshu,1-1 (8-7),0,oshitaoshi,44,J9w,Kushimaumi,1-1 (11-4),1
75,1997.01,2,44,J9w,Kushimaumi,1-1 (11-4),1,oshitaoshi,32,J13e,Akinoshu,1-1 (8-7),0
76,1997.01,2,63,J8w,Otsukasa,0-2 (8-7),0,oshidashi,1294,J4e,Naminohana,1-1 (3-12),1
77,1997.01,2,1294,J4e,Naminohana,1-1 (3-12),1,oshidashi,63,J8w,Otsukasa,0-2 (8-7),0
78,1997.01,2,10,J4w,Tochinonada,1-1 (10-5),0,sukuinage,52,J8e,Tomonohana,2-0 (8-7),1
79,1997.01,2,52,J8e,Tomonohana,2-0 (8-7),1,sukuinage,10,J4w,Tochinonada,1-1 (10-5),0
80,1997.01,2,46,J7w,Dewaarashi,1-1 (7-8),0,yorikiri,53,J3e,Tokitsunada,2-0 (9-6),1
81,1997.01,2,53,J3e,Tokitsunada,2-0 (9-6),1,yorikiri,46,J7w,Dewaarashi,1-1 (7-8),0
82,1997.01,2,42,J3w,Mainoumi,1-1 (8-7),1,shitatenage,124,J7e,Saigo,0-2 (5-10),0
83,1997.01,2,124,J7e,Saigo,0-2 (5-10),0,shitatenage,42,J3w,Mainoumi,1-1 (8-7),1
84,1997.01,2,31,J2e,Dejima,2-0 (12-3),1,yorikiri,48,J6w,Oginohana,0-2 (10-5),0
85,1997.01,2,48,J6w,Oginohana,0-2 (10-5),0,yorikiri,31,J2e,Dejima,2-0 (12-3),1
86,1997.01,2,27,J6e,Wakanojo,2-0 (8-7),1,tottari,51,J2w,Daizen,0-2 (5-10),0
87,1997.01,2,51,J2w,Daizen,0-2 (5-10),0,tottari,27,J6e,Wakanojo,2-0 (8-7),1
88,1997.01,2,8,J1e,Chiyotaikai,1-1 (2-13),1,tsukiotoshi,1292,J5w,Kotogaume,0-2 (5-10),0
89,1997.01,2,1292,J5w,Kotogaume,0-2 (5-10),0,tsukiotoshi,8,J1e,Chiyotaikai,1-1 (2-13),1
90,1997.01,2,22,J1w,Gojoro,2-0 (8-7),1,hatakikomi,1290,J5e,Wakashoyo,1-1 (10-5),0
91,1997.01,2,1290,J5e,Wakashoyo,1-1 (10-5),0,hatakikomi,22,J1w,Gojoro,2-0 (8-7),1
92,1997.01,2,49,M15w,Misugisato,2-0 (8-7),1,hatakikomi,57,M14w,Yamato,0-2 (8-7),0
93,1997.01,2,57,M14w,Yamato,0-2 (8-7),0,hatakikomi,49,M15w,Misugisato,2-0 (8-7),1
94,1997.01,2,20,M15e,Shikishima,1-1 (9-6),0,uwatenage,1287,M13e,Konishiki,1-1 (8-7),1
95,1997.01,2,1287,M13e,Konishiki,1-1 (8-7),1,uwatenage,20,M15e,Shikishima,1-1 (9-6),0
96,1997.01,2,1288,M16e,Kotobeppu,0-2 (5-10),0,oshitaoshi,1289,M13w,Rikio,2-0 (8-7),1
97,1997.01,2,1289,M13w,Rikio,2-0 (8-7),1,oshitaoshi,1288,M16e,Kotobeppu,0-2 (5-10),0
98,1997.01,2,37,M12w,Kotoinazuma,1-1 (8-7),0,yorikiri,45,M14e,Daishoho,1-1 (2-2-11),1
99,1997.01,2,45,M14e,Daishoho,1-1 (2-2-11),1,yorikiri,37,M12w,Kotoinazuma,1-1 (8-7),0
100,1997.01,2,16,M9w,Minatofuji,1-1 (6-9),1,uwatenage,24,M12e,Ganyu,1-1 (8-7),0
101,1997.01,2,24,M12e,Ganyu,1-1 (8-7),0,uwatenage,16,M9w,Minatofuji,1-1 (6-9),1
102,1997.01,2,28,M8e,Mitoizumi,1-1 (7-8),0,hatakikomi,29,M11w,Kotoryu,1-1 (10-5),1
103,1997.01,2,29,M11w,Kotoryu,1-1 (10-5),1,hatakikomi,28,M8e,Mitoizumi,1-1 (7-8),0
104,1997.01,2,33,M8w,Terao,1-1 (8-7),0,okuridashi,62,M11e,Daishi,2-0 (8-7),1
105,1997.01,2,62,M11e,Daishi,2-0 (8-7),1,okuridashi,33,M8w,Terao,1-1 (8-7),0
106,1997.01,2,11,M7e,Aogiyama,1-1 (6-9),1,hikiotoshi,75,M10e,Daihisho,1-1 (6-9),0
107,1997.01,2,75,M10e,Daihisho,1-1 (6-9),0,hikiotoshi,11,M7e,Aogiyama,1-1 (6-9),1
108,1997.01,2,19,M10w,Tochiazuma,1-1 (9-6),1,oshidashi,36,M7w,Asanosho,0-2 (8-7),0
109,1997.01,2,36,M7w,Asanosho,0-2 (8-7),0,oshidashi,19,M10w,Tochiazuma,1-1 (9-6),1
110,1997.01,2,14,M6w,Kotonowaka,2-0 (8-7),1,sukuinage,25,M9e,Hamanoshima,0-2 (6-9),0
111,1997.01,2,25,M9e,Hamanoshima,0-2 (6-9),0,sukuinage,14,M6w,Kotonowaka,2-0 (8-7),1
112,1997.01,2,15,M6e,Oginishiki,1-1 (4-11),1,okuritaoshi,30,M5w,Kitakachidoki,0-2 (6-9),0
113,1997.01,2,30,M5w,Kitakachidoki,0-2 (6-9),0,okuritaoshi,15,M6e,Oginishiki,1-1 (4-11),1
114,1997.01,2,18,M1w,Takatoriki,2-0 (11-4),1,hatakikomi,34,M5e,Asanowaka,0-2 (5-10),0
115,1997.01,2,34,M5e,Asanowaka,0-2 (5-10),0,hatakikomi,18,M1w,Takatoriki,2-0 (11-4),1
116,1997.01,2,9,K1w,Akinoshima,1-1 (6-9),1,oshitaoshi,26,M4w,Higonoumi,0-2 (5-10),0
117,1997.01,2,26,M4w,Higonoumi,0-2 (5-10),0,oshitaoshi,9,K1w,Akinoshima,1-1 (6-9),1
118,1997.01,2,7,S1e,Kaio,1-1 (6-9),0,ashitori,35,M3w,Kyokushuzan,2-0 (9-6),1
119,1997.01,2,35,M3w,Kyokushuzan,2-0 (9-6),1,ashitori,7,S1e,Kaio,1-1 (6-9),0
120,1997.01,2,12,S1w,Kotonishiki,0-2 (4-11),0,tsukiotoshi,13,M1e,Tosanoumi,1-1 (9-6),1
121,1997.01,2,13,M1e,Tosanoumi,1-1 (9-6),1,tsukiotoshi,12,S1w,Kotonishiki,0-2 (4-11),0
122,1997.01,2,3,O1e,Wakanohana,2-0 (14-1),1,makiotoshi,1286,M2w,Kenko,1-1 (6-9),0
123,1997.01,2,1286,M2w,Kenko,1-1 (6-9),0,makiotoshi,3,O1e,Wakanohana,2-0 (14-1),1
124,1997.01,2,5,O2e,Takanonami,2-0 (6-9),1,katasukashi,6,K1e,Musoyama,0-2 (8-7),0
125,1997.01,2,6,K1e,Musoyama,0-2 (8-7),0,katasukashi,5,O2e,Takanonami,2-0 (6-9),1
126,1997.01,2,4,O1w,Musashimaru,2-0 (12-3),1,yorikiri,21,M3e,Asahiyutaka,1-1 (4-11),0
127,1997.01,2,21,M3e,Asahiyutaka,1-1 (4-11),0,yorikiri,4,O1w,Musashimaru,2-0 (12-3),1
128,1997.01,2,1,Y1e,Akebono,2-0 (12-3),1,tsukidashi,23,M4e,Tochinowaka,0-2 (4-11),0
129,1997.01,2,23,M4e,Tochinowaka,0-2 (4-11),0,tsukidashi,1,Y1e,Akebono,2-0 (12-3),1
130,1997.01,2,2,Y1w,Takanohana,2-0 (13-2),1,yorikiri,17,M2e,Tamakasuga,0-2 (5-10),0
131,1997.01,2,17,M2e,Tamakasuga,0-2 (5-10),0,yorikiri,2,Y1w,Takanohana,2-0 (13-2),1
