index,basho,day,rikishi1_id,rikishi1_rank,rikishi1_shikona,rikishi1_result,rikishi1_win,kimarite,rikishi2_id,rikishi2_rank,rikishi2_shikona,rikishi2_result,rikishi2_win
0,2011.01,1,6654,J14w,Masunoyama,1-0 (8-5-2),1,yoritaoshi,6770,Ms1w,Minami,0-1 (3-4),0
1,2011.01,1,6770,Ms1w,Minami,0-1 (3-4),0,yoritaoshi,6654,J14w,Masunoyama,1-0 (8-5-2),1
2,2011.01,1,1134,J14e,Tsurugidake,1-0 (7-8),1,hatakikomi,2851,J13w,Fujiazuma,0-1 (8-7),0
3,2011.01,1,2851,J13w,Fujiazuma,0-1 (8-7),0,hatakikomi,1134,J14e,Tsurugidake,1-0 (7-8),1
4,2011.01,1,898,J13e,Chiyohakuho,1-0 (7-8),1,hikiotoshi,1266,J12w,Nionoumi,0-1 (5-10),0
5,2011.01,1,1266,J12w,Nionoumi,0-1 (5-10),0,hikiotoshi,898,J13e,Chiyohakuho,1-0 (7-8),1
6,2011.01,1,296,J11w,Yoshiazuma,1-0 (6-9),1,tsukiotoshi,6766,J11e,Kiyoseumi,0-1 (7-8),0
7,2011.01,1,6766,J11e,Kiyoseumi,0-1 (7-8),0,tsukiotoshi,296,J11w,Yoshiazuma,1-0 (6-9),1
8,2011.01,1,1032,J10e,Hochiyama,0-1 (7-8),0,yorikiri,8900,J10w,Akiseyama,1-0 (8-7),1
9,2011.01,1,8900,J10w,Akiseyama,1-0 (8-7),1,yorikiri,1032,J10e,Hochiyama,0-1 (7-8),0
10,2011.01,1,1204,J9w,Kakizoe,0-1 (4-11),0,oshidashi,2831,J9e,Hoshikaze,1-0 (9-6),1
11,2011.01,1,2831,J9e,Hoshikaze,1-0 (9-6),1,oshidashi,1204,J9w,Kakizoe,0-1 (4-11),0
12,2011.01,1,2842,J7w,Sadanofuji,0-1 (6-9),0,hatakikomi,6497,J8w,Daido,1-0 (9-6),1
13,2011.01,1,6497,J8w,Daido,1-0 (9-6),1,hatakikomi,2842,J7w,Sadanofuji,0-1 (6-9),0
14,2011.01,1,113,J8e,Asofuji,0-1 (8-7),0,oshidashi,2879,J7e,Sadanoumi,1-0 (7-8),1
