index,basho,day,rikishi1_id,rikishi1_rank,rikishi1_shikona,rikishi1_result,rikishi1_win,kimarite,rikishi2_id,rikishi2_rank,rikishi2_shikona,rikishi2_result,rikishi2_win
0,1989.01,1,1285,J13w,Asahisato,1-0 (9-6),1,uwatedashinage,1370,J13e,Morinosato,0-1 (6-9),0
1,1989.01,1,1370,J13e,Morinosato,0-1 (6-9),0,uwatedashinage,1285,J13w,Asahisato,1-0 (9-6),1
2,1989.01,1,1362,J11w,Onohana,1-0 (9-6),1,tsuridashi,1377,J12w,Iwatefuji,0-1 (10-5),0
3,1989.01,1,1377,J12w,Iwatefuji,0-1 (10-5),0,tsuridashi,1362,J11w,Onohana,1-0 (9-6),1
4,1989.01,1,1297,J11e,Dairyu,0-1 (8-7),0,katasukashi,1369,J12e,Toryu,1-0 (8-7),1
5,1989.01,1,1369,J12e,Toryu,1-0 (8-7),1,katasukashi,1297,J11e,Dairyu,0-1 (8-7),0
6,1989.01,1,1381,J8w,Dewanoshima,0-1 (1-14),0,shitatenage,1397,J8e,Ishinriki,1-0 (8-7),1
7,1989.01,1,1397,J8e,Ishinriki,1-0 (8-7),1,shitatenage,1381,J8w,Dewanoshima,0-1 (1-14),0
8,1989.01,1,1319,J7e,Tachihikari,0-1 (6-9),0,yoritaoshi,1356,J7w,Kinoarashi,1-0 (9-6),1
9,1989.01,1,1356,J7w,Kinoarashi,1-0 (9-6),1,yoritaoshi,1319,J7e,Tachihikari,0-1 (6-9),0
10,1989.01,1,1305,J6e,Kyokugozan,1-0 (8-7),1,oshidashi,1365,J6w,Hananofuji,0-1 (7-8),0
11,1989.01,1,1365,J6w,Hananofuji,0-1 (7-8),0,oshidashi,1305,J6e,Kyokugozan,1-0 (8-7),1
12,1989.01,1,1331,J5e,Saganobori,0-1 (8-7),0,okuridashi,1337,J5w,Tochitsukasa,1-0 (11-4),1
13,1989.01,1,1337,J5w,Tochitsukasa,1-0 (11-4),1,okuridashi,1331,J5e,Saganobori,0-1 (8-7),0
14,1989.01,1,1372,J4e,Maenoshin,0-1 (8-7),0,hatakikomi,1375,J4w,Masudayama,1-0 (5-10),1
15,1989.01,1,1375,J4w,Masudayama,1-0 (5-10),1,hatakikomi,1372,J4e,Maenoshin,0-1 (8-7),0
16,1989.01,1,1321,J3w,Dewanokuni,0-1 (6-9),0,tsukiotoshi,1364,J3e,Masurao,1-0 (10-5),1
17,1989.01,1,1364,J3e,Masurao,1-0 (10-5),1,tsukiotoshi,1321,J3w,Dewanokuni,0-1 (6-9),0
18,1989.01,1,12,J2w,Kotonishiki,1-0 (6-9),1,yorikiri,1361,J2e,Daitetsu,0-1 (6-9),0
19,1989.01,1,1361,J2e,Daitetsu,0-1 (6-9),0,yorikiri,12,J2w,Kotonishiki,1-0 (6-9),1
20,1989.01,1,1296,J1e,Kasugafuji,1-0 (9-6),1,tsukiotoshi,1366,J1w,Takanomine,0-1 (9-6),0
21,1989.01,1,1366,J1w,Takanomine,0-1 (9-6),0,tsukiotoshi,1296,J1e,Kasugafuji,1-0 (9-6),1
22,1989.01,1,1299,J10w,Kiraiho,1-0 (8-7),1,yorikiri,1380,J10e,Hidanohana,0-1 (5-10),0
23,1989.01,1,1380,J10e,Hidanohana,0-1 (5-10),0,yorikiri,1299,J10w,Kiraiho,1-0 (8-7),1
24,1989.01,1,1358,J9e,Hoshiiwato,0-1 (8-7),0,kotenage,1374,J9w,Kurama,1-0 (9-6),1
25,1989.01,1,1374,J9w,Kurama,1-0 (9-6),1,kotenage,1358,J9e,Hoshiiwato,0-1 (8-7),0
26,1989.01,1,60,M14e,Takanohama,0-1 (9-6),0,yorikiri,1359,M13w,Koboyama,1-0 (8-7),1
27,1989.01,1,1359,M13w,Koboyama,1-0 (8-7),1,yorikiri,60,M14e,Takanohama,0-1 (9-6),0
28,1989.01,1,30,M13e,Kitakachidoki,0-1 (6-9),0,shitatenage,1345,M12w,Tamaryu,1-0 (7-8),1
29,1989.01,1,1345,M12w,Tamaryu,1-0 (7-8),1,shitatenage,30,M13e,Kitakachidoki,0-1 (6-9),0
30,1989.01,1,23,M11e,Tochinowaka,0-1 (7-8),0,uwatenage,1295,M12e,Kyokudozan,1-0 (9-6),1
31,1989.01,1,1295,M12e,Kyokudozan,1-0 (9-6),1,uwatenage,23,M11e,Tochinowaka,0-1 (7-8),0
32,1989.01,1,1303,M10e,Kotofuji,0-1 (6-9),0,oshidashi,1347,M10w,Itai,1-0 (8-7),1
33,1989.01,1,1347,M10w,Itai,1-0 (8-7),1,oshidashi,1303,M10e,Kotofuji,0-1 (6-9),0
34,1989.01,1,37,M9w,Kotoinazuma,1-0 (9-6),1,sukuinage,1378,M9e,Hoo,0-1 (5-10),0
35,1989.01,1,1378,M9e,Hoo,0-1 (5-10),0,sukuinage,37,M9w,Kotoinazuma,1-0 (9-6),1
36,1989.01,1,1315,M8e,Enazakura,0-1 (6-9),0,oshitaoshi,1334,M7w,Wakasegawa,1-0 (10-5),1
37,1989.01,1,1334,M7w,Wakasegawa,1-0 (10-5),1,oshitaoshi,1315,M8e,Enazakura,0-1 (6-9),0
38,1989.01,1,1348,M7e,Jingaku,1-0 (8-7),1,oshidashi,1376,M6w,Hananoumi,0-1 (10-5),0
39,1989.01,1,1376,M6w,Hananoumi,0-1 (10-5),0,oshidashi,1348,M7e,Jingaku,1-0 (8-7),1
40,1989.01,1,1335,M6e,Takanofuji,1-0 (8-7),1,yorikiri,1338,M5w,Ozutsu,0-1 (8-7),0
41,1989.01,1,1338,M5w,Ozutsu,0-1 (8-7),0,yorikiri,1335,M6e,Takanofuji,1-0 (8-7),1
42,1989.01,1,1317,M5e,Hananokuni,1-0 (8-7),1,yorikiri,1333,M4w,Sasshunada,0-1 (4-11),0
43,1989.01,1,1333,M4w,Sasshunada,0-1 (4-11),0,yorikiri,1317,M5e,Hananokuni,1-0 (8-7),1
44,1989.01,1,1330,M2e,Ryogoku,1-0 (6-9),1,yorikiri,1367,M4e,Fujinoshin,0-1 (6-9),0
45,1989.01,1,1367,M4e,Fujinoshin,0-1 (6-9),0,yorikiri,1330,M2e,Ryogoku,1-0 (6-9),1
46,1989.01,1,9,M1e,Akinoshima,0-1 (7-8),0,oshidashi,33,M1w,Terao,1-0 (8-7),1
47,1989.01,1,33,M1w,Terao,1-0 (8-7),1,oshidashi,9,M1e,Akinoshima,0-1 (7-8),0
48,1989.01,1,1352,M2w,Tagaryu,0-1 (1-11-3),0,yorikiri,1379,O2wHD,Asashio,1-0 (8-7),1
49,1989.01,1,1379,O2wHD,Asashio,1-0 (8-7),1,yorikiri,1352,M2w,Tagaryu,0-1 (1-11-3),0
50,1989.01,1,1287,O2eHD,Konishiki,1-0 (3-9-3),1,oshidashi,1302,M3w,Takamisugi,0-1 (6-9),0
51,1989.01,1,1302,M3w,Takamisugi,0-1 (6-9),0,oshidashi,1287,O2eHD,Konishiki,1-0 (3-9-3),1
52,1989.01,1,1292,M3e,Kotogaume,1-0 (8-7),1,oshidashi,1363,O1w,Hokutenyu,0-1 (10-5),0
53,1989.01,1,1363,O1w,Hokutenyu,0-1 (10-5),0,oshidashi,1292,M3e,Kotogaume,1-0 (8-7),1
54,1989.01,1,1332,S1e,Sakahoko,0-1 (9-6),0,katasukashi,1342,O1e,Asahifuji,1-0 (14-1),1
55,1989.01,1,1342,O1e,Asahifuji,1-0 (14-1),1,katasukashi,1332,S1e,Sakahoko,0-1 (9-6),0
56,1989.01,1,1339,Y2eHD,Hokutoumi,1-0 (14-1),1,oshidashi,1353,S1w,Daijuyama,0-1 (4-11),0
57,1989.01,1,1353,S1w,Daijuyama,0-1 (4-11),0,oshidashi,1339,Y2eHD,Hokutoumi,1-0 (14-1),1
58,1989.01,1,1301,K1e,Kirishima,0-1 (1-14),0,yorikiri,1350,Y1w,Onokuni,1-0 (11-4),1
59,1989.01,1,1350,Y1w,Onokuni,1-0 (11-4),1,yorikiri,1301,K1e,Kirishima,0-1 (1-14),0
60,1989.01,1,49,K1w,Misugisato,0-1 (3-12),0,shitatenage,1354,Y1e,Chiyonofuji,1-0 (11-4),1
61,1989.01,1,1354,Y1e,Chiyonofuji,1-0 (11-4),1,shitatenage,49,K1w,Misugisato,0-1 (3-12),0
62,1989.01,2,1285,J13w,Asahisato,1-1 (9-6),0,yorikiri,1299,J10w,Kiraiho,2-0 (8-7),1
63,1989.01,2,1299,J10w,Kiraiho,2-0 (8-7),1,yorikiri,1285,J13w,Asahisato,1-1 (9-6),0
64,1989.01,2,1358,J9e,Hoshiiwato,0-2 (8-7),0,hatakikomi,1370,J13e,Morinosato,1-1 (6-9),1
65,1989.01,2,1370,J13e,Morinosato,1-1 (6-9),1,hatakikomi,1358,J9e,Hoshiiwato,0-2 (8-7),0
