index,basho,day,rikishi1_id,rikishi1_rank,rikishi1_shikona,rikishi1_result,rikishi1_win,kimarite,rikishi2_id,rikishi2_rank,rikishi2_shikona,rikishi2_result,rikishi2_win
0,1993.01,1,1324,J13w,Terunoumi,0-1 (8-7),0,yorikiri,1325,J13e,Wakatosho,1-0 (8-7),1
1,1993.01,1,1325,J13e,Wakatosho,1-0 (8-7),1,yorikiri,1324,J13w,Terunoumi,0-1 (8-7),0
2,1993.01,1,25,J12w,Hamanoshima,1-0 (10-5),1,yorikiri,1326,J12e,Tsunenoyama,0-1 (0-9-6),0
3,1993.01,1,1326,J12e,Tsunenoyama,0-1 (0-9-6),0,yorikiri,25,J12w,Hamanoshima,1-0 (10-5),1
4,1993.01,1,34,J11e,Asanowaka,0-1 (10-5),0,oshidashi,77,J11w,Yutakafuji,1-0 (8-7),1
5,1993.01,1,77,J11w,Yutakafuji,1-0 (8-7),1,oshidashi,34,J11e,Asanowaka,0-1 (10-5),0
6,1993.01,1,209,J10w,Asanonami,1-0 (10-5),1,okuridashi,1319,J10e,Tachihikari,0-1 (6-9),0
7,1993.01,1,1319,J10e,Tachihikari,0-1 (6-9),0,okuridashi,209,J10w,Asanonami,1-0 (10-5),1
8,1993.01,1,55,J9w,Zenshinyama,0-1 (8-7),0,uwatenage,1323,J9e,Kumao,1-0 (6-9),1
9,1993.01,1,1323,J9e,Kumao,1-0 (6-9),1,uwatenage,55,J9w,Zenshinyama,0-1 (8-7),0
10,1993.01,1,16,J8w,Minatofuji,1-0 (6-9),1,hatakikomi,91,J8e,Hoshiandesu,0-1 (6-9),0
11,1993.01,1,91,J8e,Hoshiandesu,0-1 (6-9),0,hatakikomi,16,J8w,Minatofuji,1-0 (6-9),1
12,1993.01,1,52,J7e,Tomonohana,0-1 (9-6),0,oshitaoshi,1285,J7w,Asahisato,1-0 (8-7),1
13,1993.01,1,1285,J7w,Asahisato,1-0 (8-7),1,oshitaoshi,52,J7e,Tomonohana,0-1 (9-6),0
14,1993.01,1,1317,J6e,Hananokuni,1-0 (7-8),1,hatakikomi,1327,J6w,Yoshinobori,0-1 (3-12),0
15,1993.01,1,1327,J6w,Yoshinobori,0-1 (3-12),0,hatakikomi,1317,J6e,Hananokuni,1-0 (7-8),1
16,1993.01,1,87,J5e,Wakanoyama,0-1 (7-8),0,hatakikomi,1315,J5w,Enazakura,1-0 (10-5),1
17,1993.01,1,1315,J5w,Enazakura,1-0 (10-5),1,hatakikomi,87,J5e,Wakanoyama,0-1 (7-8),0
18,1993.01,1,11,J4e,Aogiyama,1-0 (11-4),1,sukuinage,1313,J4w,Komafudo,0-1 (6-9),0
19,1993.01,1,1313,J4w,Komafudo,0-1 (6-9),0,sukuinage,11,J4e,Aogiyama,1-0 (11-4),1
20,1993.01,1,7,J3e,Kaio,0-1 (8-7),0,shitatenage,26,J3w,Higonoumi,1-0 (9-6),1
21,1993.01,1,26,J3w,Higonoumi,1-0 (9-6),1,shitatenage,7,J3e,Kaio,0-1 (8-7),0
22,1993.01,1,15,J2w,Oginishiki,0-1 (8-7),0,yorikiri,1286,J2e,Kenko,1-0 (9-6),1
23,1993.01,1,1286,J2e,Kenko,1-0 (9-6),1,yorikiri,15,J2w,Oginishiki,0-1 (8-7),0
