index,basho,day,rikishi1_id,rikishi1_rank,rikishi1_shikona,rikishi1_result,rikishi1_win,kimarite,rikishi2_id,rikishi2_rank,rikishi2_shikona,rikishi2_result,rikishi2_win
0,2008.01,1,97,J14w,Tochinohana,0-1 (3-9),0,oshitaoshi,900,J14e,Wakakoyu,1-0 (7-8),1
1,2008.01,1,900,J14e,Wakakoyu,1-0 (7-8),1,oshitaoshi,97,J14w,Tochinohana,0-1 (3-9),0
2,2008.01,1,929,J13e,Kirinowaka,1-0 (7-8),1,sukuinage,5944,J13w,Tamawashi,0-1 (10-5),0
3,2008.01,1,5944,J13w,Tamawashi,0-1 (10-5),0,sukuinage,929,J13e,Kirinowaka,1-0 (7-8),1
4,2008.01,1,5985,J12e,Satoyama,0-1 (6-9),0,yorikiri,6599,J12w,Tochinoshin,1-0 (12-3),1
5,2008.01,1,6599,J12w,Tochinoshin,1-0 (12-3),1,yorikiri,5985,J12e,Satoyama,0-1 (6-9),0
6,2008.01,1,813,J11e,Kitataiki,1-0 (8-7),1,yoritaoshi,6010,J11w,Kimurayama,0-1 (6-9),0
7,2008.01,1,6010,J11w,Kimurayama,0-1 (6-9),0,yoritaoshi,813,J11e,Kitataiki,1-0 (8-7),1
8,2008.01,1,113,J10w,Asofuji,0-1 (5-10),0,oshidashi,2847,J10e,Masatsukasa,1-0 (8-7),1
9,2008.01,1,2847,J10e,Masatsukasa,1-0 (8-7),1,oshidashi,113,J10w,Asofuji,0-1 (5-10),0
10,2008.01,1,1243,J9e,Katayama,0-1 (5-10),0,oshidashi,5984,J9w,Shirononami,1-0 (8-7),1
11,2008.01,1,5984,J9w,Shirononami,1-0 (8-7),1,oshidashi,1243,J9e,Katayama,0-1 (5-10),0
12,2008.01,1,70,J8e,Kitazakura,0-1 (10-5),0,uwatenage,1011,J8w,Hakuba,1-0 (11-4),1
13,2008.01,1,1011,J8w,Hakuba,1-0 (11-4),1,uwatenage,70,J8e,Kitazakura,0-1 (10-5),0
14,2008.01,1,99,J7w,Shunketsu,0-1 (5-10),0,yorikiri,1136,J7e,Mokonami,1-0 (9-6),1
15,2008.01,1,1136,J7e,Mokonami,1-0 (9-6),1,yorikiri,99,J7w,Shunketsu,0-1 (5-10),0
16,2008.01,1,78,J6w,Toyozakura,1-0 (7-8),1,yorikiri,175,J6e,Ushiomaru,0-1 (5-10),0
17,2008.01,1,175,J6e,Ushiomaru,0-1 (5-10),0,yorikiri,78,J6w,Toyozakura,1-0 (7-8),1
18,2008.01,1,1032,J5e,Hochiyama,0-1 (7-8),0,okuridashi,1104,J5w,Hoshihikari,1-0 (9-6),1
19,2008.01,1,1104,J5w,Hoshihikari,1-0 (9-6),1,okuridashi,1032,J5e,Hochiyama,0-1 (7-8),0
20,2008.01,1,63,J4w,Otsukasa,1-0 (9-6),1,uwatenage,206,J4e,Kotokasuga,0-1 (8-7),0
21,2008.01,1,206,J4e,Kotokasuga,0-1 (8-7),0,uwatenage,63,J4w,Otsukasa,1-0 (9-6),1
22,2008.01,1,1402,J3w,Hakurozan,0-1 (8-7),0,yorikiri,6620,J3e,Sakaizawa,1-0 (9-6),1
23,2008.01,1,6620,J3e,Sakaizawa,1-0 (9-6),1,yorikiri,1402,J3w,Hakurozan,0-1 (8-7),0
24,2008.01,1,898,J2e,Chiyohakuho,0-1 (5-10),0,hikiotoshi,1031,J2w,Ryuo,1-0 (8-7),1
25,2008.01,1,1031,J2w,Ryuo,1-0 (8-7),1,hikiotoshi,898,J2e,Chiyohakuho,0-1 (5-10),0
26,2008.01,1,107,J1e,Kasuganishiki,0-1 (4-11),0,oshitaoshi,1106,J1w,Koryu,1-0 (7-8),1
27,2008.01,1,1106,J1w,Koryu,1-0 (7-8),1,oshitaoshi,107,J1e,Kasuganishiki,0-1 (4-11),0
28,2008.01,1,40,M16w,Kaiho,0-1 (8-7),0,kotenage,6766,M16e,Ichihara,1-0 (8-7),1
29,2008.01,1,6766,M16e,Ichihara,1-0 (8-7),1,kotenage,40,M16w,Kaiho,0-1 (8-7),0
30,2008.01,1,5967,M15w,Yoshikaze,0-1 (8-7),0,oshitaoshi,6473,M15e,Tochiozan,1-0 (8-7),1
31,2008.01,1,6473,M15e,Tochiozan,1-0 (8-7),1,oshitaoshi,5967,M15w,Yoshikaze,0-1 (8-7),0
32,2008.01,1,875,M14e,Takamisakari,0-1 (8-7),0,yorikiri,1018,M14w,Shimootori,1-0 (1-1-13),1
33,2008.01,1,1018,M14w,Shimootori,1-0 (1-1-13),1,yorikiri,875,M14e,Takamisakari,0-1 (8-7),0
34,2008.01,1,152,M13w,Tamanoshima,0-1 (3-12),0,tsukiotoshi,1087,M13e,Iwakiyama,1-0 (9-6),1
35,2008.01,1,1087,M13e,Iwakiyama,1-0 (9-6),1,tsukiotoshi,152,M13w,Tamanoshima,0-1 (3-12),0
36,2008.01,1,13,M12w,Tosanoumi,0-1 (5-10),0,oshidashi,2834,M12e,Futeno,1-0 (8-7),1
37,2008.01,1,2834,M12e,Futeno,1-0 (8-7),1,oshidashi,13,M12w,Tosanoumi,0-1 (5-10),0
38,2008.01,1,865,M11w,Kasugao,1-0 (8-7),1,kotenage,1204,M11e,Kakizoe,0-1 (6-9),0
39,2008.01,1,1204,M11e,Kakizoe,0-1 (6-9),0,kotenage,865,M11w,Kasugao,1-0 (8-7),1
40,2008.01,1,41,M10w,Kyokutenho,1-0 (10-5),1,yorikiri,6527,M10e,Wakanoho,0-1 (10-5),0
41,2008.01,1,6527,M10e,Wakanoho,0-1 (10-5),0,yorikiri,41,M10w,Kyokutenho,1-0 (10-5),1
42,2008.01,1,924,M9w,Wakakirin,0-1 (4-11),0,sukuinage,1187,M9e,Kokkai,1-0 (9-6),1
43,2008.01,1,1187,M9e,Kokkai,1-0 (9-6),1,sukuinage,924,M9w,Wakakirin,0-1 (4-11),0
44,2008.01,1,1219,M8e,Kakuryu,1-0 (11-4),1,oshitaoshi,6467,M8w,Toyohibiki,0-1 (6-9),0
45,2008.01,1,6467,M8w,Toyohibiki,0-1 (6-9),0,oshitaoshi,1219,M8e,Kakuryu,1-0 (11-4),1
46,2008.01,1,1284,M7e,Takekaze,1-0 (12-3),1,oshitaoshi,6018,M7w,Homasho,0-1 (4-11),0
47,2008.01,1,6018,M7w,Homasho,0-1 (4-11),0,oshitaoshi,1284,M7e,Takekaze,1-0 (12-3),1
48,2008.01,1,135,M6w,Hokutoriki,1-0 (7-8),1,yorikiri,6432,M6e,Baruto,0-1 (7-8),0
49,2008.01,1,6432,M6e,Baruto,0-1 (7-8),0,yorikiri,135,M6w,Hokutoriki,1-0 (7-8),1
50,2008.01,1,17,M5w,Tamakasuga,1-0 (4-11),1,oshidashi,1421,M5e,Roho,0-1 (7-8),0
51,2008.01,1,1421,M5e,Roho,0-1 (7-8),0,oshidashi,17,M5w,Tamakasuga,1-0 (4-11),1
52,2008.01,1,39,M4e,Wakanosato,0-1 (7-8),0,uwatedashinage,1009,M4w,Asasekiryu,1-0 (10-5),1
53,2008.01,1,1009,M4w,Asasekiryu,1-0 (10-5),1,uwatedashinage,39,M4e,Wakanosato,0-1 (7-8),0
54,2008.01,1,10,M3w,Tochinonada,1-0 (5-10),1,tsukiotoshi,1111,S1w,Ama,0-1 (9-6),0
55,2008.01,1,1111,S1w,Ama,0-1 (9-6),0,tsukiotoshi,10,M3w,Tochinonada,1-0 (5-10),1
56,2008.01,1,89,S1e,Aminishiki,1-0 (5-10),1,oshitaoshi,6468,M3e,Goeido,0-1 (5-10),0
57,2008.01,1,6468,M3e,Goeido,0-1 (5-10),0,oshitaoshi,89,S1e,Aminishiki,1-0 (5-10),1
58,2008.01,1,842,M2w,Miyabiyama,0-1 (7-8),0,hatakikomi,2830,O2w,Kotooshu,1-0 (9-6),1
59,2008.01,1,2830,O2w,Kotooshu,1-0 (9-6),1,hatakikomi,842,M2w,Miyabiyama,0-1 (7-8),0
60,2008.01,1,7,O2e,Kaio,1-0 (8-7),1,yoritaoshi,1227,M2e,Toyonoshima,0-1 (6-9),0
61,2008.01,1,1227,M2e,Toyonoshima,0-1 (6-9),0,yoritaoshi,7,O2e,Kaio,1-0 (8-7),1
62,2008.01,1,876,O1w,Kotomitsuki,1-0 (8-7),1,uwatedashinage,2818,M1w,Tokitenku,0-1 (6-9),0
63,2008.01,1,2818,M1w,Tokitenku,0-1 (6-9),0,uwatedashinage,876,O1w,Kotomitsuki,1-0 (8-7),1
64,2008.01,1,8,O1e,Chiyotaikai,0-1 (0-8-7),0,oshidashi,1235,M1e,Kisenosato,1-0 (10-5),1
65,2008.01,1,1235,M1e,Kisenosato,1-0 (10-5),1,oshidashi,8,O1e,Chiyotaikai,0-1 (0-8-7),0
66,2008.01,1,878,Y1w,Asashoryu,1-0 (13-2),1,uwatenage,1226,K1e,Kotoshogiku,0-1 (9-4-2),0
67,2008.01,1,1226,K1e,Kotoshogiku,0-1 (9-4-2),0,uwatenage,878,Y1w,Asashoryu,1-0 (13-2),1
68,2008.01,1,31,K1w,Dejima,0-1 (3-12),0,uwatenage,1123,Y1e,Hakuho,1-0 (14-1),1
69,2008.01,1,1123,Y1e,Hakuho,1-0 (14-1),1,uwatenage,31,K1w,Dejima,0-1 (3-12),0
70,2008.01,2,900,J14e,Wakakoyu,2-0 (7-8),1,hatakikomi,929,J13e,Kirinowaka,1-1 (7-8),0
71,2008.01,2,929,J13e,Kirinowaka,1-1 (7-8),0,hatakikomi,900,J14e,Wakakoyu,2-0 (7-8),1
72,2008.01,2,97,J14w,Tochinohana,0-2 (3-9),0,okuridashi,5944,J13w,Tamawashi,1-1 (10-5),1
73,2008.01,2,5944,J13w,Tamawashi,1-1 (10-5),1,okuridashi,97,J14w,Tochinohana,0-2 (3-9),0
74,2008.01,2,813,J11e,Kitataiki,2-0 (8-7),1,yorikiri,6599,J12w,Tochinoshin,1-1 (12-3),0
