index,basho,day,rikishi1_id,rikishi1_rank,rikishi1_shikona,rikishi1_result,rikishi1_win,kimarite,rikishi2_id,rikishi2_rank,rikishi2_shikona,rikishi2_result,rikishi2_win
0,2007.01,1,122,J14w,Daimanazuru,0-1 (8-7),0,oshidashi,6467,J14e,Toyohibiki,1-0 (10-5),1
1,2007.01,1,6467,J14e,Toyohibiki,1-0 (10-5),1,oshidashi,122,J14w,Daimanazuru,0-1 (8-7),0
2,2007.01,1,864,J13e,Bushuyama,1-0 (9-6),1,sukuinage,1106,J13w,Koryu,0-1 (8-7),0
3,2007.01,1,1106,J13w,Koryu,0-1 (8-7),0,sukuinage,864,J13e,Bushuyama,1-0 (9-6),1
4,2007.01,1,145,J12e,Kobo,1-0 (9-6),1,tsukiotoshi,6527,J12w,Wakanoho,0-1 (5-10),0
5,2007.01,1,6527,J12w,Wakanoho,0-1 (5-10),0,tsukiotoshi,145,J12e,Kobo,1-0 (9-6),1
6,2007.01,1,247,J11w,Oga,1-0 (6-9),1,oshidashi,1011,J11e,Hakuba,0-1 (8-7),0
7,2007.01,1,1011,J11e,Hakuba,0-1 (8-7),0,oshidashi,247,J11w,Oga,1-0 (6-9),1
8,2007.01,1,287,J10e,Wakatoba,0-1 (1-4-10),0,sukuinage,6468,J10w,Goeido,1-0 (8-7),1
9,2007.01,1,6468,J10w,Goeido,1-0 (8-7),1,sukuinage,287,J10e,Wakatoba,0-1 (1-4-10),0
10,2007.01,1,99,J9e,Shunketsu,0-1 (8-7),0,okuridashi,222,J9w,Sumanofuji,1-0 (2-5-8),1
11,2007.01,1,222,J9w,Sumanofuji,1-0 (2-5-8),1,okuridashi,99,J9e,Shunketsu,0-1 (8-7),0
12,2007.01,1,72,J8e,Tochisakae,1-0 (8-7),1,oshidashi,371,J8w,Kyokunankai,0-1 (6-9),0
13,2007.01,1,371,J8w,Kyokunankai,0-1 (6-9),0,oshidashi,72,J8e,Tochisakae,1-0 (8-7),1
14,2007.01,1,1031,J7e,Ryuo,1-0 (8-7),1,hikiotoshi,2847,J7w,Masatsukasa,0-1 (8-7),0
15,2007.01,1,2847,J7w,Masatsukasa,0-1 (8-7),0,hikiotoshi,1031,J7e,Ryuo,1-0 (8-7),1
16,2007.01,1,40,J6w,Kaiho,0-1 (9-6),0,oshitaoshi,71,J6e,Takanowaka,1-0 (8-7),1
17,2007.01,1,71,J6e,Takanowaka,1-0 (8-7),1,oshitaoshi,40,J6w,Kaiho,0-1 (9-6),0
18,2007.01,1,88,J5e,Tamarikido,1-0 (4-11),1,yorikiri,204,J5w,Ryuho,0-1 (7-8),0
19,2007.01,1,204,J5w,Ryuho,0-1 (7-8),0,yorikiri,88,J5e,Tamarikido,1-0 (4-11),1
